order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO54642,245,8022,18-03-2013,25-03-2013,30-03-2013,35,1,35
SO54643,117,2891,18-03-2013,25-03-2013,30-03-2013,769,1,769
SO54643,174,2891,18-03-2013,25-03-2013,30-03-2013,22,1,22
SO54643,280,2891,18-03-2013,25-03-2013,30-03-2013,9,1,9
SO54644,120,1170,18-03-2013,25-03-2013,30-03-2013,2295,1,2295
SO54644,284,1170,18-03-2013,25-03-2013,30-03-2013,35,1,35
SO54644,289,1170,18-03-2013,25-03-2013,30-03-2013,5,1,5
SO54644,244,1170,18-03-2013,25-03-2013,30-03-2013,35,1,35
SO54645,122,1173,18-03-2013,25-03-2013,30-03-2013,2295,1,2295
SO54645,174,1173,18-03-2013,25-03-2013,30-03-2013,22,1,22
SO54645,244,1173,18-03-2013,25-03-2013,30-03-2013,35,1,35
SO54646,122,1185,18-03-2013,25-03-2013,30-03-2013,2295,1,2295
SO54646,259,1185,18-03-2013,25-03-2013,30-03-2013,2,1,2
SO54647,122,1113,18-03-2013,25-03-2013,30-03-2013,2295,1,2295
SO54647,174,1113,18-03-2013,25-03-2013,30-03-2013,22,1,22
SO54647,246,1113,18-03-2013,25-03-2013,30-03-2013,35,1,35
SO54648,124,889,18-03-2013,25-03-2013,30-03-2013,2320,1,2320
SO54648,174,889,18-03-2013,25-03-2013,30-03-2013,22,1,22
SO54648,246,889,18-03-2013,25-03-2013,30-03-2013,35,1,35
SO54649,141,7694,18-03-2013,25-03-2013,30-03-2013,2443,1,2443
SO54650,159,17936,18-03-2013,25-03-2013,30-03-2013,2384,1,2384
SO54650,245,17936,18-03-2013,25-03-2013,30-03-2013,35,1,35
SO54651,154,14205,18-03-2013,25-03-2013,30-03-2013,1215,1,1215
SO54651,244,14205,18-03-2013,25-03-2013,30-03-2013,35,1,35
SO54652,126,11043,18-03-2013,25-03-2013,30-03-2013,540,1,540
SO54653,133,8550,18-03-2013,25-03-2013,30-03-2013,1120,1,1120
SO54653,278,8550,18-03-2013,25-03-2013,30-03-2013,54,1,54
SO54653,166,8550,18-03-2013,25-03-2013,30-03-2013,9,1,9
SO54654,134,3736,18-03-2013,25-03-2013,30-03-2013,1120,1,1120
SO54654,244,3736,18-03-2013,25-03-2013,30-03-2013,35,1,35
SO54655,133,2149,18-03-2013,25-03-2013,30-03-2013,1120,1,1120
SO54655,105,2149,18-03-2013,25-03-2013,30-03-2013,9,1,9
SO54655,168,2149,18-03-2013,25-03-2013,30-03-2013,8,1,8
SO54656,165,4115,18-03-2013,25-03-2013,30-03-2013,2384,1,2384
SO54656,291,4115,18-03-2013,25-03-2013,30-03-2013,5,1,5
SO54656,288,4115,18-03-2013,25-03-2013,30-03-2013,29,1,29
SO54656,259,4115,18-03-2013,25-03-2013,30-03-2013,2,1,2
SO54657,140,7488,19-03-2013,26-03-2013,31-03-2013,2443,1,2443
SO54658,143,7494,19-03-2013,26-03-2013,31-03-2013,2443,1,2443
SO54658,168,7494,19-03-2013,26-03-2013,31-03-2013,8,1,8
SO54659,123,1806,19-03-2013,26-03-2013,31-03-2013,2320,1,2320
SO54659,284,1806,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54660,123,1317,19-03-2013,26-03-2013,31-03-2013,2320,1,2320
SO54660,104,1317,19-03-2013,26-03-2013,31-03-2013,10,1,10
SO54660,295,1317,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54660,166,1317,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54661,105,177,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54661,295,177,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54662,168,301,19-03-2013,26-03-2013,31-03-2013,8,1,8
SO54663,235,17591,19-03-2013,26-03-2013,31-03-2013,24,1,24
SO54663,245,17591,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54664,289,2047,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54664,282,2047,19-03-2013,26-03-2013,31-03-2013,25,1,25
SO54665,174,5489,19-03-2013,26-03-2013,31-03-2013,22,1,22
SO54665,244,5489,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54665,276,5489,19-03-2013,26-03-2013,31-03-2013,54,1,54
SO54665,166,5489,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54666,174,7705,19-03-2013,26-03-2013,31-03-2013,22,1,22
SO54666,166,7705,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54667,166,6079,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54667,277,6079,19-03-2013,26-03-2013,31-03-2013,54,1,54
SO54668,244,4140,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54669,287,7288,19-03-2013,26-03-2013,31-03-2013,33,1,33
SO54669,259,7288,19-03-2013,26-03-2013,31-03-2013,2,1,2
SO54670,108,3953,19-03-2013,26-03-2013,31-03-2013,540,1,540
SO54670,244,3953,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54671,140,5409,19-03-2013,26-03-2013,31-03-2013,2443,1,2443
SO54671,105,5409,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54671,295,5409,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54671,277,5409,19-03-2013,26-03-2013,31-03-2013,54,1,54
SO54672,140,9053,19-03-2013,26-03-2013,31-03-2013,2443,1,2443
SO54672,287,9053,19-03-2013,26-03-2013,31-03-2013,33,1,33
SO54672,290,9053,19-03-2013,26-03-2013,31-03-2013,4,1,4
SO54672,245,9053,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54673,121,610,19-03-2013,26-03-2013,31-03-2013,2295,1,2295
SO54673,284,610,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54673,289,610,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54673,246,610,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54674,276,212,19-03-2013,26-03-2013,31-03-2013,54,1,54
SO54675,248,521,19-03-2013,26-03-2013,31-03-2013,50,1,50
SO54675,233,521,19-03-2013,26-03-2013,31-03-2013,24,1,24
SO54676,291,18003,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54676,247,18003,19-03-2013,26-03-2013,31-03-2013,55,1,55
SO54676,168,18003,19-03-2013,26-03-2013,31-03-2013,8,1,8
SO54677,282,15054,19-03-2013,26-03-2013,31-03-2013,25,1,25
SO54677,259,15054,19-03-2013,26-03-2013,31-03-2013,2,1,2
SO54678,288,1929,19-03-2013,26-03-2013,31-03-2013,29,1,29
SO54678,291,1929,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54679,282,14254,19-03-2013,26-03-2013,31-03-2013,25,1,25
SO54679,289,14254,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54679,280,14254,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54679,244,14254,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54680,290,12796,19-03-2013,26-03-2013,31-03-2013,4,1,4
SO54680,287,12796,19-03-2013,26-03-2013,31-03-2013,33,1,33
SO54680,244,12796,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54681,283,12723,19-03-2013,26-03-2013,31-03-2013,30,1,30
SO54681,259,12723,19-03-2013,26-03-2013,31-03-2013,2,1,2
SO54682,166,7392,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54682,273,7392,19-03-2013,26-03-2013,31-03-2013,70,1,70
SO54683,295,14266,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54683,251,14266,19-03-2013,26-03-2013,31-03-2013,50,1,50
SO54684,295,6170,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54685,174,2990,19-03-2013,26-03-2013,31-03-2013,22,1,22
SO54685,234,2990,19-03-2013,26-03-2013,31-03-2013,24,1,24
SO54686,287,3206,19-03-2013,26-03-2013,31-03-2013,33,1,33
SO54687,287,1869,19-03-2013,26-03-2013,31-03-2013,33,1,33
SO54688,289,6843,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54688,283,6843,19-03-2013,26-03-2013,31-03-2013,30,1,30
SO54688,259,6843,19-03-2013,26-03-2013,31-03-2013,2,1,2
SO54689,285,17897,19-03-2013,26-03-2013,31-03-2013,21,1,21
SO54690,290,16842,19-03-2013,26-03-2013,31-03-2013,4,1,4
SO54690,285,16842,19-03-2013,26-03-2013,31-03-2013,21,1,21
SO54690,244,16842,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54691,295,11570,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54691,246,11570,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54691,166,11570,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54692,288,12919,19-03-2013,26-03-2013,31-03-2013,29,1,29
SO54692,291,12919,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54692,244,12919,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54693,291,6102,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54693,247,6102,19-03-2013,26-03-2013,31-03-2013,55,1,55
SO54693,245,6102,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54694,289,141,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54694,284,141,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54695,284,4479,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54695,289,4479,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54695,246,4479,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54695,275,4479,19-03-2013,26-03-2013,31-03-2013,54,1,54
SO54696,284,1138,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54696,289,1138,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54696,259,1138,19-03-2013,26-03-2013,31-03-2013,2,1,2
SO54697,174,1908,19-03-2013,26-03-2013,31-03-2013,22,1,22
SO54697,260,1908,19-03-2013,26-03-2013,31-03-2013,120,1,120
SO54698,251,1467,19-03-2013,26-03-2013,31-03-2013,50,1,50
SO54698,166,1467,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54699,244,431,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54699,248,431,19-03-2013,26-03-2013,31-03-2013,50,1,50
SO54700,135,5896,19-03-2013,26-03-2013,31-03-2013,1701,1,1701
SO54700,245,5896,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54700,233,5896,19-03-2013,26-03-2013,31-03-2013,24,1,24
SO54701,140,5364,19-03-2013,26-03-2013,31-03-2013,2443,1,2443
SO54701,105,5364,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54701,295,5364,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54701,234,5364,19-03-2013,26-03-2013,31-03-2013,24,1,24
SO54702,116,3108,19-03-2013,26-03-2013,31-03-2013,769,1,769
SO54702,104,3108,19-03-2013,26-03-2013,31-03-2013,10,1,10
SO54702,295,3108,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54702,245,3108,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54703,122,1144,19-03-2013,26-03-2013,31-03-2013,2295,1,2295
SO54703,260,1144,19-03-2013,26-03-2013,31-03-2013,120,1,120
SO54704,138,7723,19-03-2013,26-03-2013,31-03-2013,1701,1,1701
SO54704,275,7723,19-03-2013,26-03-2013,31-03-2013,54,1,54
SO54705,165,8,19-03-2013,26-03-2013,31-03-2013,2384,1,2384
SO54705,246,8,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54706,159,12,19-03-2013,26-03-2013,31-03-2013,2384,1,2384
SO54706,276,12,19-03-2013,26-03-2013,31-03-2013,54,1,54
SO54707,155,12268,19-03-2013,26-03-2013,31-03-2013,1215,1,1215
SO54707,105,12268,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54707,295,12268,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54707,247,12268,19-03-2013,26-03-2013,31-03-2013,55,1,55
SO54708,166,14340,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54708,157,14340,19-03-2013,26-03-2013,31-03-2013,1215,1,1215
SO54709,166,18257,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54709,164,18257,19-03-2013,26-03-2013,31-03-2013,2384,1,2384
SO54710,132,8548,19-03-2013,26-03-2013,31-03-2013,1120,1,1120
SO54710,245,8548,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54710,235,8548,19-03-2013,26-03-2013,31-03-2013,24,1,24
SO54711,133,7572,19-03-2013,26-03-2013,31-03-2013,1120,1,1120
SO54712,129,11479,19-03-2013,26-03-2013,31-03-2013,540,1,540
SO54712,105,11479,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54712,295,11479,19-03-2013,26-03-2013,31-03-2013,5,1,5
SO54713,127,14740,19-03-2013,26-03-2013,31-03-2013,540,1,540
SO54714,163,4101,19-03-2013,26-03-2013,31-03-2013,2384,1,2384
SO54714,246,4101,19-03-2013,26-03-2013,31-03-2013,35,1,35
SO54715,165,13111,19-03-2013,26-03-2013,31-03-2013,2384,1,2384
SO54715,166,13111,19-03-2013,26-03-2013,31-03-2013,9,1,9
SO54716,134,13905,20-03-2013,27-03-2013,01-04-2013,1120,1,1120
SO54716,290,13905,20-03-2013,27-03-2013,01-04-2013,4,1,4
SO54716,286,13905,20-03-2013,27-03-2013,01-04-2013,25,1,25
SO54716,248,13905,20-03-2013,27-03-2013,01-04-2013,50,1,50
SO54717,282,2628,20-03-2013,27-03-2013,01-04-2013,25,1,25
SO54717,259,2628,20-03-2013,27-03-2013,01-04-2013,2,1,2
SO54718,283,4022,20-03-2013,27-03-2013,01-04-2013,30,1,30
SO54719,295,13590,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54719,247,13590,20-03-2013,27-03-2013,01-04-2013,55,1,55
SO54719,166,13590,20-03-2013,27-03-2013,01-04-2013,9,1,9
SO54720,295,11946,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54720,168,11946,20-03-2013,27-03-2013,01-04-2013,8,1,8
SO54721,244,6307,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54722,166,7191,20-03-2013,27-03-2013,01-04-2013,9,1,9
SO54723,166,4265,20-03-2013,27-03-2013,01-04-2013,9,1,9
SO54724,121,572,20-03-2013,27-03-2013,01-04-2013,2295,1,2295
SO54724,174,572,20-03-2013,27-03-2013,01-04-2013,22,1,22
SO54724,259,572,20-03-2013,27-03-2013,01-04-2013,2,1,2
SO54725,290,16376,20-03-2013,27-03-2013,01-04-2013,4,1,4
SO54725,259,16376,20-03-2013,27-03-2013,01-04-2013,2,1,2
SO54726,285,16510,20-03-2013,27-03-2013,01-04-2013,21,1,21
SO54726,290,16510,20-03-2013,27-03-2013,01-04-2013,4,1,4
SO54726,246,16510,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54727,289,15473,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54727,282,15473,20-03-2013,27-03-2013,01-04-2013,25,1,25
SO54727,246,15473,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54727,250,15473,20-03-2013,27-03-2013,01-04-2013,50,1,50
SO54728,291,16056,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54728,288,16056,20-03-2013,27-03-2013,01-04-2013,29,1,29
SO54729,289,870,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54729,283,870,20-03-2013,27-03-2013,01-04-2013,30,1,30
SO54729,259,870,20-03-2013,27-03-2013,01-04-2013,2,1,2
SO54730,283,12406,20-03-2013,27-03-2013,01-04-2013,30,1,30
SO54730,289,12406,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54730,245,12406,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54731,283,5006,20-03-2013,27-03-2013,01-04-2013,30,1,30
SO54731,259,5006,20-03-2013,27-03-2013,01-04-2013,2,1,2
SO54732,289,4944,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54732,283,4944,20-03-2013,27-03-2013,01-04-2013,30,1,30
SO54732,260,4944,20-03-2013,27-03-2013,01-04-2013,120,1,120
SO54733,104,6027,20-03-2013,27-03-2013,01-04-2013,10,1,10
SO54733,295,6027,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54733,249,6027,20-03-2013,27-03-2013,01-04-2013,50,1,50
SO54733,234,6027,20-03-2013,27-03-2013,01-04-2013,24,1,24
SO54734,272,10241,20-03-2013,27-03-2013,01-04-2013,70,1,70
SO54734,251,10241,20-03-2013,27-03-2013,01-04-2013,50,1,50
SO54735,295,3724,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54735,104,3724,20-03-2013,27-03-2013,01-04-2013,10,1,10
SO54736,104,11024,20-03-2013,27-03-2013,01-04-2013,10,1,10
SO54736,295,11024,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54736,247,11024,20-03-2013,27-03-2013,01-04-2013,55,1,55
SO54736,279,11024,20-03-2013,27-03-2013,01-04-2013,9,1,9
SO54737,295,6261,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54737,246,6261,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54738,289,6486,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54738,174,6486,20-03-2013,27-03-2013,01-04-2013,22,1,22
SO54738,248,6486,20-03-2013,27-03-2013,01-04-2013,50,1,50
SO54739,289,16197,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54739,292,16197,20-03-2013,27-03-2013,01-04-2013,64,1,64
SO54740,289,4282,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54740,244,4282,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54741,289,5356,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54741,246,5356,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54741,251,5356,20-03-2013,27-03-2013,01-04-2013,50,1,50
SO54742,174,3352,20-03-2013,27-03-2013,01-04-2013,22,1,22
SO54742,245,3352,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54743,274,3554,20-03-2013,27-03-2013,01-04-2013,70,1,70
SO54743,280,3554,20-03-2013,27-03-2013,01-04-2013,9,1,9
SO54744,289,5438,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54744,244,5438,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54745,174,2833,20-03-2013,27-03-2013,01-04-2013,22,1,22
SO54745,259,2833,20-03-2013,27-03-2013,01-04-2013,2,1,2
SO54746,282,6786,20-03-2013,27-03-2013,01-04-2013,25,1,25
SO54746,259,6786,20-03-2013,27-03-2013,01-04-2013,2,1,2
SO54747,273,17445,20-03-2013,27-03-2013,01-04-2013,70,1,70
SO54747,275,17445,20-03-2013,27-03-2013,01-04-2013,54,1,54
SO54748,287,3531,20-03-2013,27-03-2013,01-04-2013,33,1,33
SO54748,290,3531,20-03-2013,27-03-2013,01-04-2013,4,1,4
SO54749,290,14687,20-03-2013,27-03-2013,01-04-2013,4,1,4
SO54749,259,14687,20-03-2013,27-03-2013,01-04-2013,2,1,2
SO54750,282,4453,20-03-2013,27-03-2013,01-04-2013,25,1,25
SO54751,295,1490,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54751,244,1490,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54752,285,11528,20-03-2013,27-03-2013,01-04-2013,21,1,21
SO54752,277,11528,20-03-2013,27-03-2013,01-04-2013,54,1,54
SO54753,290,13568,20-03-2013,27-03-2013,01-04-2013,4,1,4
SO54753,259,13568,20-03-2013,27-03-2013,01-04-2013,2,1,2
SO54754,284,305,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54754,174,305,20-03-2013,27-03-2013,01-04-2013,22,1,22
SO54754,247,305,20-03-2013,27-03-2013,01-04-2013,55,1,55
SO54754,168,305,20-03-2013,27-03-2013,01-04-2013,8,1,8
SO54755,174,2267,20-03-2013,27-03-2013,01-04-2013,22,1,22
SO54755,168,2267,20-03-2013,27-03-2013,01-04-2013,8,1,8
SO54756,119,2928,20-03-2013,27-03-2013,01-04-2013,769,1,769
SO54756,272,2928,20-03-2013,27-03-2013,01-04-2013,70,1,70
SO54757,120,1018,20-03-2013,27-03-2013,01-04-2013,2295,1,2295
SO54757,104,1018,20-03-2013,27-03-2013,01-04-2013,10,1,10
SO54757,244,1018,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54758,154,15931,20-03-2013,27-03-2013,01-04-2013,1215,1,1215
SO54758,295,15931,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54758,105,15931,20-03-2013,27-03-2013,01-04-2013,9,1,9
SO54758,246,15931,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54759,118,5702,20-03-2013,27-03-2013,01-04-2013,769,1,769
SO54759,280,5702,20-03-2013,27-03-2013,01-04-2013,9,1,9
SO54759,273,5702,20-03-2013,27-03-2013,01-04-2013,70,1,70
SO54760,142,5742,20-03-2013,27-03-2013,01-04-2013,2443,1,2443
SO54760,244,5742,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54761,142,7732,20-03-2013,27-03-2013,01-04-2013,2443,1,2443
SO54761,168,7732,20-03-2013,27-03-2013,01-04-2013,8,1,8
SO54761,235,7732,20-03-2013,27-03-2013,01-04-2013,24,1,24
SO54762,141,7719,20-03-2013,27-03-2013,01-04-2013,2443,1,2443
SO54762,105,7719,20-03-2013,27-03-2013,01-04-2013,9,1,9
SO54762,295,7719,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54763,128,11544,20-03-2013,27-03-2013,01-04-2013,540,1,540
SO54763,295,11544,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54763,166,11544,20-03-2013,27-03-2013,01-04-2013,9,1,9
SO54763,105,11544,20-03-2013,27-03-2013,01-04-2013,9,1,9
SO54764,129,13961,20-03-2013,27-03-2013,01-04-2013,540,1,540
SO54764,290,13961,20-03-2013,27-03-2013,01-04-2013,4,1,4
SO54764,285,13961,20-03-2013,27-03-2013,01-04-2013,21,1,21
SO54765,130,8726,20-03-2013,27-03-2013,01-04-2013,1120,1,1120
SO54765,234,8726,20-03-2013,27-03-2013,01-04-2013,24,1,24
SO54765,246,8726,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54766,133,8538,20-03-2013,27-03-2013,01-04-2013,1120,1,1120
SO54766,246,8538,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54767,129,10065,20-03-2013,27-03-2013,01-04-2013,540,1,540
SO54767,105,10065,20-03-2013,27-03-2013,01-04-2013,9,1,9
SO54767,295,10065,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54768,127,14728,20-03-2013,27-03-2013,01-04-2013,540,1,540
SO54769,145,2969,20-03-2013,27-03-2013,01-04-2013,742,1,742
SO54769,105,2969,20-03-2013,27-03-2013,01-04-2013,9,1,9
SO54769,295,2969,20-03-2013,27-03-2013,01-04-2013,5,1,5
SO54769,245,2969,20-03-2013,27-03-2013,01-04-2013,35,1,35
SO54770,121,1755,21-03-2013,28-03-2013,02-04-2013,2295,1,2295
SO54770,174,1755,21-03-2013,28-03-2013,02-04-2013,22,1,22
SO54771,286,3124,21-03-2013,28-03-2013,02-04-2013,25,1,25
SO54771,290,3124,21-03-2013,28-03-2013,02-04-2013,4,1,4
SO54772,287,5614,21-03-2013,28-03-2013,02-04-2013,33,1,33
SO54772,259,5614,21-03-2013,28-03-2013,02-04-2013,2,1,2
SO54773,234,4149,21-03-2013,28-03-2013,02-04-2013,24,1,24
SO54773,245,4149,21-03-2013,28-03-2013,02-04-2013,35,1,35
SO54774,135,12764,21-03-2013,28-03-2013,02-04-2013,1701,1,1701
SO54774,244,12764,21-03-2013,28-03-2013,02-04-2013,35,1,35
SO54775,276,719,21-03-2013,28-03-2013,02-04-2013,54,1,54
SO54775,166,719,21-03-2013,28-03-2013,02-04-2013,9,1,9
SO54776,286,17807,21-03-2013,28-03-2013,02-04-2013,25,1,25
SO54776,290,17807,21-03-2013,28-03-2013,02-04-2013,4,1,4
SO54776,244,17807,21-03-2013,28-03-2013,02-04-2013,35,1,35
SO54777,288,15265,21-03-2013,28-03-2013,02-04-2013,29,1,29
SO54777,259,15265,21-03-2013,28-03-2013,02-04-2013,2,1,2
SO54778,282,15518,21-03-2013,28-03-2013,02-04-2013,25,1,25
SO54779,285,16754,21-03-2013,28-03-2013,02-04-2013,21,1,21
SO54779,290,16754,21-03-2013,28-03-2013,02-04-2013,4,1,4
SO54780,290,13425,21-03-2013,28-03-2013,02-04-2013,4,1,4
SO54780,287,13425,21-03-2013,28-03-2013,02-04-2013,33,1,33
SO54780,281,13425,21-03-2013,28-03-2013,02-04-2013,159,1,159
SO54780,276,13425,21-03-2013,28-03-2013,02-04-2013,54,1,54
SO54781,283,12154,21-03-2013,28-03-2013,02-04-2013,30,1,30
SO54781,289,12154,21-03-2013,28-03-2013,02-04-2013,5,1,5
SO54782,283,11884,21-03-2013,28-03-2013,02-04-2013,30,1,30
SO54783,283,6484,21-03-2013,28-03-2013,02-04-2013,30,1,30
SO54783,259,6484,21-03-2013,28-03-2013,02-04-2013,2,1,2
SO54784,283,12697,21-03-2013,28-03-2013,02-04-2013,30,1,30
SO54784,289,12697,21-03-2013,28-03-2013,02-04-2013,5,1,5
SO54784,174,12697,21-03-2013,28-03-2013,02-04-2013,22,1,22
SO54784,295,12697,21-03-2013,28-03-2013,02-04-2013,5,1,5
SO54784,104,12697,21-03-2013,28-03-2013,02-04-2013,10,1,10
SO54784,259,12697,21-03-2013,28-03-2013,02-04-2013,2,1,2
SO54784,281,12697,21-03-2013,28-03-2013,02-04-2013,159,1,159
SO54785,295,13996,21-03-2013,28-03-2013,02-04-2013,5,1,5
SO54786,295,5992,21-03-2013,28-03-2013,02-04-2013,5,1,5
SO54786,246,5992,21-03-2013,28-03-2013,02-04-2013,35,1,35
SO54787,289,16608,21-03-2013,28-03-2013,02-04-2013,5,1,5
SO54787,259,16608,21-03-2013,28-03-2013,02-04-2013,2,1,2
SO54788,289,5751,21-03-2013,28-03-2013,02-04-2013,5,1,5
SO54788,259,5751,21-03-2013,28-03-2013,02-04-2013,2,1,2
SO54789,289,12504,21-03-2013,28-03-2013,02-04-2013,5,1,5
SO54789,259,12504,21-03-2013,28-03-2013,02-04-2013,2,1,2
SO54790,289,4760,21-03-2013,28-03-2013,02-04-2013,5,1,5
SO54790,246,4760,21-03-2013,28-03-2013,02-04-2013,35,1,35
SO54790,248,4760,21-03-2013,28-03-2013,02-04-2013,50,1,50
SO54791,174,3444,21-03-2013,28-03-2013,02-04-2013,22,1,22
SO54792,273,2551,21-03-2013,28-03-2013,02-04-2013,70,1,70
SO54793,282,6784,21-03-2013,28-03-2013,02-04-2013,25,1,25
SO54794,104,2611,21-03-2013,28-03-2013,02-04-2013,10,1,10
SO54794,246,2611,21-03-2013,28-03-2013,02-04-2013,35,1,35
SO54795,290,9179,21-03-2013,28-03-2013,02-04-2013,4,1,4
SO54796,295,8183,21-03-2013,28-03-2013,02-04-2013,5,1,5
SO54796,244,8183,21-03-2013,28-03-2013,02-04-2013,35,1,35
SO54797,289,1432,21-03-2013,28-03-2013,02-04-2013,5,1,5
SO54797,284,1432,21-03-2013,28-03-2013,02-04-2013,35,1,35
SO54797,247,1432,21-03-2013,28-03-2013,02-04-2013,55,1,55
SO54798,174,7315,21-03-2013,28-03-2013,02-04-2013,22,1,22
SO54798,245,7315,21-03-2013,28-03-2013,02-04-2013,35,1,35
SO54799,174,6469,21-03-2013,28-03-2013,02-04-2013,22,1,22
SO54799,295,6469,21-03-2013,28-03-2013,02-04-2013,5,1,5
SO54799,104,6469,21-03-2013,28-03-2013,02-04-2013,10,1,10
SO54799,244,6469,21-03-2013,28-03-2013,02-04-2013,35,1,35
SO54800,140,9324,21-03-2013,28-03-2013,02-04-2013,2443,1,2443
